city,neighborhood,house type,house_area,garden_area,rooms,balconies,air_condition,parking,protected_room,elevator,renovated,furniture,accessibility,bars,storage,price
חולון,נווה רמז,דופלקס,205,50.0,5,1,0,0,0,0,0,0,0,0,0,9500
חיפה,"יל""ג",דירה,85,0.0,3,3,1,0,0,0,1,1,0,0,0,3800
רמת גן,שכונת גפן,דירה,73,0.0,2.5,0,1,0,0,0,1,0,0,1,0,5500
בת ים,,דירה,114,0.0,4,1,1,1,1,1,1,1,0,0,1,9300
ניצני עוז,ניצני עוז,גג/פנטהאוז,370,250.0,4,1,1,1,0,0,1,0,0,0,0,5555
ראש העין,מצפה אפק,דירה,110,0.0,4,1,1,1,1,1,1,0,0,0,0,5500
כפר סבא,מעוז,סאבלט,124,0.0,4,2,1,1,0,1,1,1,1,0,0,8500
תל אביב יפו,הצפון הישן - דרום,דירת גן,20,24.0,1,0,0,0,0,0,1,0,0,1,0,4900
קרית ים,גלי ים,דירה,104,0.0,4,1,1,1,1,1,0,0,0,0,1,4700
באר שבע,שכונה ג',דירה,85,0.0,4,1,1,1,0,0,1,1,0,1,0,2999
קרית אתא,"גבעה א', שביט",דירה,60,0.0,2,1,1,0,0,0,1,0,0,0,0,2200
אשקלון,עיר היין,דירה,141,11.0,5,1,1,1,1,1,0,0,1,0,0,4700
תל אביב יפו,"מונטיפיורי, הרכבת",סטודיו/לופט,13,0.0,1,0,1,0,0,1,1,1,0,0,0,3300
רמת גן,"שכונת חשמונאים, מרכז העיר א",דירה,40,0.0,2,0,1,0,0,0,1,1,0,0,0,6500
קדימה צורן,,בית פרטי/קוטג',510,0.0,6,1,1,1,1,1,0,0,1,0,0,18800
חיפה,אחוזה,דירה,117,0.0,5,1,1,0,0,0,1,0,0,0,1,6300
אופקים,דדו,דירה,90,0.0,4,1,1,0,0,0,0,1,0,0,0,2400
באר שבע,שכונה ג',דירה,45,0.0,2,0,1,0,0,0,1,1,0,0,0,1600
באר שבע,שכונה ו',דירה,59,0.0,4,0,1,0,0,0,1,1,0,1,0,3200
שמרת,,דירה,25,0.0,1,1,1,1,0,0,0,1,1,0,0,2500
פרדס חנה כרכור,נווה אפרים,דירה,118,0.0,4,0,1,0,1,1,0,0,0,0,1,4600
הרצליה,מרכז,דירה,50,0.0,2,0,1,0,0,0,0,1,0,0,0,4950
תל אביב יפו,"לב תל אביב, לב העיר צפון",גג/פנטהאוז,200,0.0,3.5,1,1,1,1,1,1,1,0,0,0,14000
אילת,חוף צפוני,תיירות ונופש,45,0.0,1,1,1,1,0,1,0,1,1,0,0,500
רמת גן,רמת אפעל,דירה,134,0.0,5,1,1,1,1,1,1,0,1,0,0,7700
באר שבע,שכונה ד',דירה,32,10.0,1,1,1,0,0,0,1,1,1,1,0,2100
תל אביב יפו,"צמרות איילון, פארק צמרת",דירה,140,0.0,5,1,1,1,1,1,0,0,1,0,1,11950
פרדס חנה כרכור,פרחי הדר,בית פרטי/קוטג',270,100.0,7,0,1,1,1,0,0,0,0,0,0,9200
תל אביב יפו,נאות אפקה א',דירה,68,0.0,3,1,1,1,1,1,1,0,1,0,0,8500
תל אביב יפו,"לב תל אביב, לב העיר צפון",דירה,75,0.0,3,1,1,0,0,1,1,0,0,0,0,7500
חיפה,נווה שאנן,גג/פנטהאוז,120,0.0,5,2,1,1,0,0,1,0,0,0,1,4600
פתח תקווה,לב המושבה / מרכז העיר,דירה,75,0.0,4.5,0,1,0,0,0,1,0,0,0,0,5000
פרוד,פרוד,יחידת דיור,90,50.0,2,1,1,1,0,0,1,1,0,0,0,2100
באר שבע,שכונה ב',דירה,78,0.0,4,0,1,1,0,0,1,1,0,1,1,2900
רמת השרון,נווה גן,דירה,130,0.0,5,1,1,1,1,1,1,1,1,1,1,13200
ראש העין,נופרים,גג/פנטהאוז,220,0.0,4,1,1,1,1,1,0,0,0,0,0,7000
תל אביב יפו,"צמרות איילון, פארק צמרת",דירה,104,0.0,3,1,1,1,1,1,1,1,1,0,1,13500
רמת גן,אזור הבילויים,גג/פנטהאוז,55,0.0,2,1,1,1,0,0,1,1,0,0,0,4400
תל אביב יפו,,דירה,120,0.0,4,0,1,1,0,1,1,0,1,0,0,16000
זכרון יעקב,חלומות זכרון,דירה,137,0.0,4,1,1,1,1,1,1,0,0,0,0,5500
קרית גת,כרמי גת,דירה,121,23.0,4,1,1,1,1,1,1,0,1,0,0,4900
הרצליה,"הרצליה הירוקה, נווה עובד",בית פרטי/קוטג',200,39.0,6,3,1,1,1,0,1,0,1,0,0,13000
תל אביב יפו,הצפון החדש - כיכר המדינה,דירה,75,0.0,3,0,1,1,0,1,1,1,0,0,0,8800
רמת השרון,גולן,דירה,25,0.0,2,0,0,0,0,1,0,0,0,0,0,3200
קרית אתא,מרכז העיר,גג/פנטהאוז,130,0.0,5,1,1,1,1,1,1,0,1,0,1,5000
כפר סבא,,דופלקס,190,0.0,6,3,1,1,0,1,1,0,1,0,0,11900
ראשון לציון,אברמוביץ',גג/פנטהאוז,270,200.0,3,2,1,0,0,1,1,1,0,1,0,6000
גן חיים,גן חיים,יחידת דיור,70,100.0,3,1,1,1,0,0,1,1,0,0,1,4600
תל אביב יפו,"לב תל אביב, לב העיר צפון",דירה,70,0.0,2,1,1,1,1,1,1,0,1,0,0,9800
באר שבע,"נווה זאב, נאות אילן",דירה,92,0.0,4,0,1,0,0,1,1,0,0,0,1,3450
תל אביב יפו,"התקוה, בית יעקב, נווה צה""ל",יחידת דיור,30,40.0,1,0,1,0,0,0,1,1,0,1,0,3250
תל אביב יפו,"צפון יפו, המושבה האמריקאית-גרמנית",סטודיו/לופט,28,0.0,1,0,1,0,0,0,1,1,0,1,0,4000
תל אביב יפו,הצפון החדש - כיכר המדינה,דירה,80,0.0,3,1,1,1,1,1,1,0,1,0,1,12500
נס ציונה,ארגמן,דירה,130,0.0,5,1,1,1,1,1,1,1,1,0,1,9300
חיפה,יזרעאליה,דירה,65,0.0,3,1,1,0,0,0,1,1,0,1,0,3000
אשקלון,בן גוריון,דירה,50,0.0,3,0,1,0,0,0,1,0,0,1,0,2400
לוד,גני אביב,גג/פנטהאוז,40,0.0,1,1,1,0,0,0,1,1,0,0,0,2300
תל אביב יפו,"הגוש הגדול, רמת אביב החדשה, נופי ים",גג/פנטהאוז,210,0.0,5,1,1,1,1,1,1,1,1,1,1,22000
תל אביב יפו,הצפון החדש - כיכר המדינה,דירת גן,65,35.0,2,1,0,0,0,0,1,1,0,1,0,5500
תל אביב יפו,הצפון החדש - דרום,דירה,110,0.0,3,0,1,1,0,1,1,1,0,0,0,11000
תימורים,,בית פרטי/קוטג',500,280.0,7.5,1,1,1,1,0,0,1,0,0,1,10500
חיפה,זיו,דירה,35,0.0,2,0,1,0,0,0,1,1,0,0,0,2600
נתניה,גלי הים,דירה,110,0.0,4,1,1,1,1,1,1,0,0,0,0,7500
רחובות,דניה,דירה,50,0.0,2,0,0,0,0,0,0,0,0,0,0,3850
חיפה,,גג/פנטהאוז,45,0.0,2,1,1,0,0,0,1,0,0,0,0,2800
רחובות,שעריים,דירה,120,0.0,4.5,2,1,1,0,1,0,1,1,1,1,4900
הוד השרון,מתחם גרינברג,דירה,147,0.0,5,1,1,1,1,1,1,0,1,0,1,9500
חולון,קרית שרת מערב,דירה,98,0.0,4,1,1,0,1,1,1,0,0,0,0,7000
תל אביב יפו,"לב תל אביב, לב העיר צפון",דירה,105,0.0,4,2,1,1,0,0,1,1,0,1,0,18000
בת ים,"דרום חדש, פארק הים",גג/פנטהאוז,320,0.0,5.5,2,1,1,1,1,0,0,1,0,1,24000
גבעתיים,שטח 9,דירה,95,0.0,4,1,1,1,0,1,1,0,1,0,0,7900
תל אביב יפו,"מונטיפיורי, הרכבת",דירה,60,0.0,2,0,1,1,0,1,1,1,0,0,0,6000
מעלה אדומים,המצדים,סטודיו/לופט,30,0.0,1,0,1,0,0,0,0,1,0,1,0,3500
קרית אתא,"גבעת הרקפות, גבעת תל חי",דירה,40,0.0,2,0,1,0,0,0,1,0,0,0,0,1800
באר שבע,"שכונה י""א",דירה,80,0.0,3,1,1,0,0,0,0,1,0,0,0,2100
בית אל,,דירת גן,126,80.0,5,1,1,1,1,1,1,0,0,0,1,3000
תל אביב יפו,הצפון הישן - צפון,דירה,77,0.0,2,0,1,1,0,0,1,1,0,0,0,8500
צופית,צופית,יחידת דיור,32,0.0,2,0,1,1,0,0,0,0,0,0,0,4200
נתניה,,דירה,110,0.0,4,1,1,1,1,1,0,1,0,0,1,7700
שוהם,רקפות,יחידת דיור,54,8.0,2,0,1,0,0,0,1,1,0,0,0,4500
תל אביב יפו,שפירא,דירה,25,0.0,1,0,1,0,0,0,1,1,0,0,0,3200
ראשון לציון,"רמב""ם",דירה,76,0.0,3,1,1,0,0,0,0,1,0,0,0,4500
נתניה,,דירה,135,0.0,5,1,1,1,1,1,1,1,1,0,0,9500
תל אביב יפו,הצפון הישן - צפון,דירה,112,0.0,3,0,1,1,0,1,1,1,0,1,0,13850
תל אביב יפו,,דירה,55,0.0,2,1,1,0,0,1,0,0,0,0,0,8500
ראשון לציון,נווה דקלים,יחידת דיור,50,0.0,2,0,0,0,0,0,0,1,0,0,0,3500
בת ים,,דירה,159,0.0,5,1,0,0,1,1,0,0,0,0,0,9000
תל אביב יפו,כוכב הצפון,דירה,120,0.0,5.5,2,1,1,1,1,0,0,1,0,0,11500
חולון,אגרובנק,דירה,140,0.0,4,0,1,1,0,1,1,1,1,0,0,7500
נתניה,עיר ימים,דירה,138,0.0,5,1,0,1,0,1,0,0,0,0,1,9500
תל אביב יפו,נאות אפקה ב',גג/פנטהאוז,140,0.0,6,1,1,1,0,1,0,0,0,0,0,11500
רמת גן,נחלת גנים,דירה,110,0.0,4,0,1,0,0,0,1,0,0,1,0,7400
תל אביב יפו,הצפון החדש - כיכר המדינה,דירה,120,0.0,4.5,1,1,1,0,1,0,1,0,0,0,10000
ראשון לציון,,דירה,80,0.0,3,0,1,0,0,0,0,0,0,0,0,4200
ירושלים,,דירה,51,0.0,3,0,0,0,0,0,1,0,0,1,0,4500
נתניה,,דירה,104,0.0,4,1,1,1,1,1,0,0,0,0,1,6900
רמת גן,,דירה,150,0.0,4.5,1,1,1,1,1,1,1,1,0,0,11490
ירושלים,גילה,דירה,60,0.0,3,0,1,0,0,0,1,1,0,0,0,5000
פרדס חנה כרכור,נווה פרדסים,בית פרטי/קוטג',240,100.0,6,2,1,1,1,0,0,0,0,0,0,8000
כפר דניאל,כפר דניאל,יחידת דיור,60,0.0,2,0,1,0,0,0,1,0,0,0,0,3700
תל אביב יפו,נווה צדק,דירה,115,0.0,4,1,1,1,1,1,1,1,1,1,0,35000
תל אביב יפו,הצפון הישן - צפון,דירה,60,0.0,2,1,0,0,0,0,0,0,0,0,0,6400
תל אביב יפו,הצפון החדש - צפון,דירה,80,0.0,3,0,1,0,0,0,1,0,0,0,0,8200
תל אביב יפו,"לב תל אביב, לב העיר צפון",דירה,50,0.0,2,0,1,1,1,1,1,1,1,0,0,10000
נעלה,נעלה,יחידת דיור,130,0.0,3,1,1,1,0,0,0,0,0,1,0,4000
דימונה,חכמי ישראל,דירה,75,0.0,3.5,1,1,0,0,0,0,1,0,0,0,2000
תל אביב יפו,בבלי,גג/פנטהאוז,100,0.0,3,1,1,1,0,1,1,1,0,0,0,8000
רמת גן,"שכונת יהלום, מרכז העיר ב",דירה,133,0.0,4,2,1,1,1,1,0,0,1,0,0,9900
טירת כרמל,החותרים,דירה,141,0.0,5,1,1,1,0,1,0,0,0,0,1,5200
רמת גן,"נווה רם, שיכון מזרחי",דירה,100,0.0,4,0,1,1,0,1,0,0,1,0,0,7000
הרצליה,הרצליה פיתוח,יחידת דיור,55,0.0,3,0,1,0,0,0,0,0,0,0,0,5900
תל אביב יפו,פלורנטין,סטודיו/לופט,100,0.0,2,0,1,0,0,0,1,1,0,0,0,9000
אלפי מנשה,,דו משפחתי,260,120.0,5.5,1,1,0,0,0,1,0,1,0,1,7700
תל אביב יפו,נחלת יצחק,דירה,80,0.0,3,1,1,1,1,1,1,1,0,0,0,8300
באר שבע,"נווה זאב, נאות אילן",דירה,80,0.0,3,0,1,1,0,0,1,1,0,0,0,2800
ראשון לציון,נרקיסים,דירת גן,190,65.0,4,0,1,1,1,1,1,0,1,0,1,8500
בית עוזיאל,בית עוזיאל,יחידת דיור,30,50.0,2,1,1,1,0,0,1,1,0,1,1,3000
הרצליה,מרכז,דירה,142,0.0,5,1,1,1,1,1,1,1,1,0,1,13000
תל אביב יפו,,דירה,140,0.0,4,0,1,1,1,1,1,1,1,1,1,25000
חיפה,קרית חיים מזרחית,דירה,80,0.0,3,1,1,0,0,0,1,0,0,1,0,3500
רמת גן,יד לבנים,דירת גן,104,40.0,3,0,1,1,1,1,0,0,0,0,0,7200
רמת גן,"נווה יהושע, ערמונים",דירה,90,0.0,4,1,1,0,1,1,1,0,0,0,0,6500
ירושלים,תלפיות,דירה,35,0.0,1,0,0,0,0,0,0,0,0,1,0,2900
חיפה,קרית אליעזר,דירת גן,215,90.0,5,1,1,1,1,1,1,0,1,0,0,7200
הרצליה,,בית פרטי/קוטג',240,100.0,5,0,1,1,0,0,0,0,0,0,0,13000
קרית אתא,מרכז העיר,דירה,90,0.0,3,0,1,0,0,0,1,0,0,0,0,3000
תל אביב יפו,הצפון הישן - דרום,יחידת דיור,26,0.0,1,0,1,0,0,0,1,1,0,1,0,4900
רמת גן,נגבה,דירה,94,0.0,4,0,1,1,1,1,1,1,1,1,0,7000
נתניה,עיר ימים,גג/פנטהאוז,200,0.0,5,2,1,1,1,1,1,1,1,0,1,13900
חיפה,ורדיה,דירה,201,0.0,6,1,1,1,1,1,1,1,1,0,1,7950
קרית ים,,דירה,35,0.0,1.5,0,1,0,0,0,1,1,0,1,0,1500
בת ים,לב העיר,דירה,75,0.0,3,0,1,1,0,1,0,0,0,0,0,5500
תל מונד,,דו משפחתי,500,300.0,6,1,1,1,1,0,1,0,0,0,1,14500
תל אביב יפו,,דירה,125,0.0,4,1,1,1,1,1,1,1,1,1,1,14900
תל אביב יפו,הצפון הישן - צפון,דירה,80,0.0,4,1,1,0,0,0,0,0,0,0,0,8200
תל אביב יפו,"תכנית ל', למד",דירה,90,0.0,3,0,1,1,0,1,1,0,1,1,1,8750
תל אביב יפו,"צהלון, שיכוני חסכון",דירת גן,136,36.0,4,0,1,0,1,0,0,1,0,1,0,8500
תל אביב יפו,"גני שרונה, קרית הממשלה",דירה,144,0.0,5,1,1,1,1,1,1,0,1,0,0,16000
תל אביב יפו,נווה שאנן,גג/פנטהאוז,107,0.0,4,1,0,0,0,1,1,0,1,0,0,8100
אשקלון,שקמים ואגמים,דירה,134,0.0,4,1,1,1,1,1,1,0,1,0,1,4500
ירושלים,גילה,דירה,55,0.0,2,0,1,0,0,0,0,0,0,1,0,3600
תל אביב יפו,"תכנית ל', למד",דירה,126,0.0,5,1,1,1,1,1,1,0,0,0,1,15000
אשקלון,אפרידר,דירה,110,0.0,4,0,1,1,1,1,1,0,1,0,1,3800
חריש,אבני חן,דירה,105,0.0,5,2,1,1,1,1,0,0,1,1,1,3700
רמת גן,רמת אפעל,דירה,125,0.0,5,1,1,1,0,1,0,0,0,0,1,7900
רמלה,"קרית האמנים, מצליח",דירה,120,0.0,5,2,1,1,1,1,1,1,1,1,0,7200
תלמי יחיאל,תלמי יחיאל,בית פרטי/קוטג',500,0.0,5,1,1,1,0,0,0,0,0,0,0,11500
אילת,"צאלים, מערב 1",דירה,90,0.0,4,0,1,0,0,1,1,0,1,0,0,5100
גני תקווה,גני תקווה צפון,דירה,125,0.0,5,1,1,1,1,1,1,0,1,0,1,7900
רמת גן,יד לבנים,דירה,50,0.0,2,0,1,0,0,0,0,0,0,1,0,4500
קרית אונו,נאות אריאל שרון,דירת גן,290,120.0,7,2,1,1,1,1,1,0,1,0,1,12500
באר שבע,פארק הנחל,דירה,130,0.0,4,1,1,1,1,1,1,0,1,1,0,3500
תל אביב יפו,"לב תל אביב, לב העיר צפון",דירה,85,0.0,3,2,0,1,0,1,1,0,0,0,1,22000
ירושלים,"ארמון הנציב, תלפיות מזרח",דירה,105,0.0,5,0,0,0,0,0,0,0,0,1,0,6200
תל אביב יפו,יד אליהו,דירה,30,0.0,2,1,1,0,0,0,1,1,0,0,0,3400
תל אביב יפו,הצפון הישן - צפון,דירת גן,120,0.0,4.5,1,1,1,1,1,1,0,1,0,0,22000
נתיבות,נווה שרון / שער העיר,דירה,117,0.0,4,1,1,1,1,1,0,0,1,0,1,2800
רעננה,נווה דוד רמז,בית פרטי/קוטג',330,150.0,5,0,1,1,1,0,1,0,0,0,1,22000
הרצליה,מרכז,דירה,135,0.0,5,1,0,1,1,1,0,0,1,0,1,13000
בת ים,לב העיר,דירה,75,0.0,4,0,1,0,0,0,1,1,0,0,0,5400
קרית אונו,שיכון רסקו,גג/פנטהאוז,223,0.0,5,2,1,1,1,1,1,0,1,0,1,10500
שניר,שניר,בית פרטי/קוטג',239,520.0,6,2,1,1,1,0,1,0,0,0,1,7800
נתיבות,נווה שרון / שער העיר,גג/פנטהאוז,190,0.0,5,1,0,1,1,1,1,0,1,0,0,5000
תל אביב יפו,בבלי,דירה,104,0.0,3,1,1,1,1,1,0,0,1,0,1,12000
הרצליה,מרכז,דירה,110,0.0,4,0,1,1,0,1,1,0,0,0,0,6900
רעננה,מרכז דרום,בית פרטי/קוטג',500,200.0,8,3,1,1,1,1,1,0,1,0,0,55000
תל אביב יפו,הצפון הישן - צפון,דירה,170,0.0,4.5,1,1,1,0,1,1,1,1,0,1,25000
נהריה,,דירה,110,0.0,4,1,1,1,0,1,1,1,1,0,1,4500
תל אביב יפו,,דירה,45,0.0,2,0,1,0,0,1,1,1,1,0,0,5500
רמת גן,אזור הבילויים,דירה,40,0.0,2,0,1,0,0,0,1,1,0,0,0,3600
גבעתיים,,דירה,92,0.0,3,1,1,1,1,1,1,0,1,0,0,7600
תל אביב יפו,"התקוה, בית יעקב, נווה צה""ל",דירה,30,0.0,1.5,0,1,0,0,0,0,1,0,1,0,3500
שדרות,נאות יצחק רבין,דירה,140,0.0,4,1,1,1,1,1,1,0,1,0,0,3600
רמלה,משכנות,דירה,97,0.0,5,0,1,0,0,0,0,0,0,1,0,4200
חריש,"מעו""ף",דירה,127,0.0,4,0,1,0,1,1,0,0,0,0,1,3400
תל אביב יפו,"לב תל אביב, לב העיר צפון",דירה,77,0.0,3,1,1,0,1,1,1,0,1,0,0,11000
רמת גן,אין,דירה,135,0.0,5.0,1,1,1,1,1,1,1,1,0,0,8600
באר שבע,שכונה ד,יחידת דיור,22,15.0,2.0,1,1,1,0,0,1,1,0,0,0,1500
כפר יונה,אין,דירה,120,0.0,4.0,1,0,0,0,0,0,0,0,0,0,5200
עזריאל,אין,דירת גן,78,15.0,2.5,1,0,0,0,0,0,0,0,0,0,4000
מבשרת ציון,אין,דו משפחתי,130,0.0,5.0,3,1,1,0,0,1,0,0,0,1,8500
חולון,שיכון חדש,פרטי/קוטג,155,50.0,5.0,1,1,0,0,0,1,1,0,1,0,9500
ירושלים,נוה יעקב,דירה,45,0.0,2.0,1,1,1,0,0,1,1,0,1,0,3000
כפר סבא,אין,דירה,130,0.0,5.0,2,1,1,1,1,0,1,0,0,1,8500
שדה צבי,אין,פרטי/קוטג,135,100.0,5.5,4,1,1,1,0,0,0,1,0,0,6000
נשר,גבעת נשר,דירה,72,0.0,3.0,0,0,0,0,0,0,0,0,0,0,3000
חניאל,אין,יחידת דיור,30,100.0,2.0,1,1,0,1,0,1,1,0,1,0,2800
ראש העין,משכנות המוזיקה,דירה,124,0.0,5.0,1,0,0,0,0,0,0,0,0,0,6700
הרצליה,הרצליה ב',דירה,156,0.0,5.0,1,1,1,1,1,1,0,1,0,0,16500
גבעתיים,בורוכוב,דירה,120,0.0,2.5,0,1,0,0,0,0,1,0,0,0,6200
חדרה,ניסן,בית פרטי/קוטג,170,0.0,6.0,1,1,1,1,0,0,0,0,0,1,8500
ברקן,אין,יחידת דיור,65,20.0,3.0,1,1,0,0,0,1,0,1,0,0,3300
ירושלים,תלפיות מזרח,דירה,38,0.0,2.0,0,0,1,0,0,0,1,0,0,0,3100
לוד,רמת אלישיב,בניין מגורים,100,0.0,0.0,0,1,1,0,1,1,0,0,1,0,4300
נהריה,מרכז העיר,דירה,144,12.0,4.0,1,1,1,1,1,0,0,1,1,1,4800
רמלה,רמת דן;גבעת הדר,דירה,90,0.0,3.0,1,0,1,0,0,0,0,0,0,0,4900
נתניה,בן ציון ורמת חן,דירה,55,0.0,2.5,1,1,0,0,0,1,0,0,0,0,4500
שדרות,נאות יצחק רבין,דירה,99,0.0,3.0,1,0,1,1,1,0,1,0,0,0,3200
רחובות,אפריים;סלע,דירה,70,0.0,3.0,1,1,1,1,1,0,1,0,0,1,5400
קרית ים,קרית ים ד,דירה,74,0.0,3.0,0,1,0,0,1,1,0,1,0,1,3600
תל אביב יפו,הצפון הישן החלק המרכזי,דירה,48,0.0,2.0,1,0,0,0,0,0,0,0,0,0,7000
תקוע,אין,דירה,70,20.0,2.0,1,1,0,0,0,0,0,0,0,1,3200
הרצליה,מרכז,יחידת דיור,35,0.0,1.0,0,1,1,0,0,1,1,0,0,0,4700
חיפה,הדר הכרמל,דירה,70,0.0,2.5,2,1,0,0,0,1,1,0,1,0,3150
תל אביב יפו,תל חיים,דירה,50,0.0,2.0,1,1,1,0,0,0,1,0,1,0,4900
באר שבע,שכונה ד,דירה,65,0.0,4.0,0,1,0,0,0,1,1,0,1,0,2800
אשדוד,רובע טו,יחידת דיור,35,0.0,2.5,0,1,0,1,0,0,1,0,0,0,3500
בית שמש,מרכז העיר,דירה,110,0.0,5.0,2,1,1,1,1,0,0,1,0,0,6500
נתניה,עיר ימים,דירה,130,0.0,4.0,1,1,1,1,1,1,0,1,1,1,9000
פתח תקווה,מרכז העיר דרום,דירה,80,0.0,3.0,1,1,0,0,0,1,1,0,1,0,4600
ראשון לציון,נווה ים,יחידת דיור,35,0.0,1.0,0,1,0,0,0,0,0,0,1,0,0
נתניה,מרכז העיר,יחידת דיור,20,0.0,1.0,0,1,0,0,1,0,1,0,0,0,2300
קרית אתא,גבעת הרקפות,דירת גן,1,0.0,5.0,0,1,0,1,0,1,1,0,0,0,3500
נתניה,בן ציון ורמת חן,יחידת דיור,43,0.0,2.0,0,1,0,0,0,0,0,0,1,0,2700
רמת גן,רמת עמידר,דירה,80,0.0,3.5,0,1,0,0,0,1,1,0,0,0,5200
אשקלון,בן גוריון,דירת גן,80,20.0,3.0,1,1,1,0,0,1,0,1,1,1,3700
רמת גן,רמת אפעל,דירה,134,0.0,5.0,1,1,1,1,1,0,0,1,0,0,8800
תל אביב יפו,הצפון החדש החלק הדרומי,דירה,58,0.0,2.0,1,1,1,1,0,1,1,0,1,0,7250
רמת גן,רמת אפעל,דירה,135,0.0,5.0,1,1,1,1,1,0,0,1,0,0,8500
ירושלים,מנחת,דירה,78,0.0,3.0,1,0,1,1,1,0,0,1,0,1,6900
ראשון לציון,"רמב""ם",בניין מגורים,45,0.0,0.0,1,1,0,1,1,0,0,0,0,0,5500
אריאל,אין,דירה,40,0.0,2.5,0,1,0,0,0,1,1,0,0,1,3400
חדרה,אין,יחידת דיור,35,0.0,2.0,0,1,0,0,0,1,1,0,0,0,3000
שדרות,נאות הדקל,יחידת דיור,100,0.0,1.0,0,1,0,0,0,0,1,0,1,0,2000
רמת גן,אין,דירה,135,0.0,5.0,1,1,1,1,1,1,1,1,0,0,8600
באר שבע,שכונה ד,יחידת דיור,22,15.0,2.0,1,1,1,0,0,1,1,0,0,0,1500
כפר יונה,אין,דירה,120,0.0,4.0,1,0,0,0,0,0,0,0,0,0,5200
עזריאל,אין,דירת גן,78,15.0,2.5,1,0,0,0,0,0,0,0,0,0,4000
מבשרת ציון,אין,דו משפחתי,130,0.0,5.0,3,1,1,0,0,1,0,0,0,1,8500
חולון,שיכון חדש,פרטי/קוטג,155,50.0,5.0,1,1,0,0,0,1,1,0,1,0,9500
ירושלים,נוה יעקב,דירה,45,0.0,2.0,1,1,1,0,0,1,1,0,1,0,3000
כפר סבא,אין,דירה,130,0.0,5.0,2,1,1,1,1,0,1,0,0,1,8500
שדה צבי,אין,פרטי/קוטג,135,100.0,5.5,4,1,1,1,0,0,0,1,0,0,6000
נשר,גבעת נשר,דירה,72,0.0,3.0,0,0,0,0,0,0,0,0,0,0,3000
חניאל,אין,יחידת דיור,30,100.0,2.0,1,1,0,1,0,1,1,0,1,0,2800
ראש העין,משכנות המוזיקה,דירה,124,0.0,5.0,1,0,0,0,0,0,0,0,0,0,6700
הרצליה,הרצליה ב',דירה,156,0.0,5.0,1,1,1,1,1,1,0,1,0,0,16500
גבעתיים,בורוכוב,דירה,120,0.0,2.5,0,1,0,0,0,0,1,0,0,0,6200
חדרה,ניסן,בית פרטי/קוטג,170,0.0,6.0,1,1,1,1,0,0,0,0,0,1,8500
ברקן,אין,יחידת דיור,65,20.0,3.0,1,1,0,0,0,1,0,1,0,0,3300
ירושלים,תלפיות מזרח,דירה,38,0.0,2.0,0,0,1,0,0,0,1,0,0,0,3100
לוד,רמת אלישיב,בניין מגורים,100,0.0,0.0,0,1,1,0,1,1,0,0,1,0,4300
נהריה,מרכז העיר,דירה,144,12.0,4.0,1,1,1,1,1,0,0,1,1,1,4800
רמלה,רמת דן;גבעת הדר,דירה,90,0.0,3.0,1,0,1,0,0,0,0,0,0,0,4900
נתניה,בן ציון ורמת חן,דירה,55,0.0,2.5,1,1,0,0,0,1,0,0,0,0,4500
שדרות,נאות יצחק רבין,דירה,99,0.0,3.0,1,0,1,1,1,0,1,0,0,0,3200
רחובות,אפריים;סלע,דירה,70,0.0,3.0,1,1,1,1,1,0,1,0,0,1,5400
קרית ים,קרית ים ד,דירה,74,0.0,3.0,0,1,0,0,1,1,0,1,0,1,3600
תל אביב יפו,הצפון הישן החלק המרכזי,דירה,48,0.0,2.0,1,0,0,0,0,0,0,0,0,0,7000
תקוע,אין,דירה,70,20.0,2.0,1,1,0,0,0,0,0,0,0,1,3200
הרצליה,מרכז,יחידת דיור,35,0.0,1.0,0,1,1,0,0,1,1,0,0,0,4700
חיפה,הדר הכרמל,דירה,70,0.0,2.5,2,1,0,0,0,1,1,0,1,0,3150
תל אביב יפו,תל חיים,דירה,50,0.0,2.0,1,1,1,0,0,0,1,0,1,0,4900
באר שבע,שכונה ד,דירה,65,0.0,4.0,0,1,0,0,0,1,1,0,1,0,2800
אשדוד,רובע טו,יחידת דיור,35,0.0,2.5,0,1,0,1,0,0,1,0,0,0,3500
בית שמש,מרכז העיר,דירה,110,0.0,5.0,2,1,1,1,1,0,0,1,0,0,6500
נתניה,עיר ימים,דירה,130,0.0,4.0,1,1,1,1,1,1,0,1,1,1,9000
פתח תקווה,מרכז העיר דרום,דירה,80,0.0,3.0,1,1,0,0,0,1,1,0,1,0,4600
ראשון לציון,נווה ים,יחידת דיור,35,0.0,1.0,0,1,0,0,0,0,0,0,1,0,0
נתניה,מרכז העיר,יחידת דיור,20,0.0,1.0,0,1,0,0,1,0,1,0,0,0,2300
קרית אתא,גבעת הרקפות,דירת גן,1,0.0,5.0,0,1,0,1,0,1,1,0,0,0,3500
נתניה,בן ציון ורמת חן,יחידת דיור,43,0.0,2.0,0,1,0,0,0,0,0,0,1,0,2700
רמת גן,רמת עמידר,דירה,80,0.0,3.5,0,1,0,0,0,1,1,0,0,0,5200
אשקלון,בן גוריון,דירת גן,80,20.0,3.0,1,1,1,0,0,1,0,1,1,1,3700
רמת גן,רמת אפעל,דירה,134,0.0,5.0,1,1,1,1,1,0,0,1,0,0,8800
תל אביב יפו,הצפון החדש החלק הדרומי,דירה,58,0.0,2.0,1,1,1,1,0,1,1,0,1,0,7250
